arch type   mix	 threads ms	    ops	
AMD MSQueue	50-50	55	8874.44	10000000
AMD MSQueue	50-50	55	8864.72	10000000
AMD MSQueue	50-50	55	8872.08	10000000
AMD MSQueue	50-50	55	8872.59	10000000
AMD MSQueue	50-50	56	9017.61	10000000
AMD MSQueue	50-50	56	9019.32	10000000
AMD MSQueue	50-50	56	9003.88	10000000
AMD MSQueue	50-50	56	9003.01	10000000
AMD MSQueue	50-50	56	8994.56	10000000
AMD MSQueue	50-50	56	9008.90	10000000
AMD MSQueue	50-50	56	8804.76	10000000
AMD MSQueue	50-50	56	9005.31	10000000
AMD MSQueue	50-50	56	8992.20	10000000
AMD MSQueue	50-50	56	9001.08	10000000
AMD MSQueue	50-50	57	8771.05	10000000
AMD MSQueue	50-50	57	9184.95	10000000
AMD MSQueue	50-50	57	9200.02	10000000
AMD MSQueue	50-50	57	9193.06	10000000
AMD MSQueue	50-50	57	9195.21	10000000
AMD MSQueue	50-50	57	9187.55	10000000
AMD MSQueue	50-50	57	9185.53	10000000
AMD MSQueue	50-50	57	9196.31	10000000
AMD MSQueue	50-50	57	9188.33	10000000
AMD MSQueue	50-50	57	9192.35	10000000
AMD MSQueue	50-50	58	9323.03	10000000
AMD MSQueue	50-50	58	9327.92	10000000
AMD MSQueue	50-50	58	9334.01	10000000
AMD MSQueue	50-50	58	9131.46	10000000
AMD MSQueue	50-50	58	9335.62	10000000
AMD MSQueue	50-50	58	9337.82	10000000
AMD MSQueue	50-50	58	9328.64	10000000
AMD MSQueue	50-50	58	9343.96	10000000
AMD MSQueue	50-50	58	9324.59	10000000
AMD MSQueue	50-50	58	9338.91	10000000
AMD MSQueue	50-50	59	9537.50	10000000
AMD MSQueue	50-50	59	9531.66	10000000
AMD MSQueue	50-50	59	9552.33	10000000
AMD MSQueue	50-50	59	9532.12	10000000
AMD MSQueue	50-50	59	9529.08	10000000
AMD MSQueue	50-50	59	9534.95	10000000
AMD MSQueue	50-50	59	9536.10	10000000
AMD MSQueue	50-50	59	9528.43	10000000
AMD MSQueue	50-50	59	9548.98	10000000
AMD MSQueue	50-50	59	9541.10	10000000
AMD MSQueue	50-50	60	9742.23	10000000
AMD MSQueue	50-50	60	9467.01	10000000
AMD MSQueue	50-50	60	9745.98	10000000
AMD MSQueue	50-50	60	9738.41	10000000
AMD MSQueue	50-50	60	9741.33	10000000
AMD MSQueue	50-50	60	9744.78	10000000
AMD MSQueue	50-50	60	9735.41	10000000
AMD MSQueue	50-50	60	9731.08	10000000
AMD MSQueue	50-50	60	9745.20	10000000
AMD MSQueue	50-50	60	9744.38	10000000
AMD MSQueue	50-50	61	10161.85	10000000
AMD MSQueue	50-50	61	9956.32	10000000
AMD MSQueue	50-50	61	9958.39	10000000
AMD MSQueue	50-50	61	9950.99	10000000
AMD MSQueue	50-50	61	9953.63	10000000
AMD MSQueue	50-50	61	9952.08	10000000
AMD MSQueue	50-50	61	9963.40	10000000
AMD MSQueue	50-50	61	9954.25	10000000
AMD MSQueue	50-50	61	9962.99	10000000
AMD MSQueue	50-50	61	9953.27	10000000
AMD MSQueue	50-50	62	10109.20	10000000
AMD MSQueue	50-50	62	10136.17	10000000
AMD MSQueue	50-50	62	10118.57	10000000
AMD MSQueue	50-50	62	10110.93	10000000
AMD MSQueue	50-50	62	10117.77	10000000
AMD MSQueue	50-50	62	10124.68	10000000
AMD MSQueue	50-50	62	10125.92	10000000
AMD MSQueue	50-50	62	10114.62	10000000
AMD MSQueue	50-50	62	10129.81	10000000
AMD MSQueue	50-50	62	10111.21	10000000
AMD MSQueue	50-50	63	10544.75	10000000
AMD MSQueue	50-50	63	10868.53	10000000
AMD MSQueue	50-50	63	10336.04	10000000
AMD MSQueue	50-50	63	10347.07	10000000
AMD MSQueue	50-50	63	10348.34	10000000
AMD MSQueue	50-50	63	10335.10	10000000
AMD MSQueue	50-50	63	10345.03	10000000
AMD MSQueue	50-50	63	10335.26	10000000
AMD MSQueue	50-50	63	10356.66	10000000
AMD MSQueue	50-50	63	10338.82	10000000
AMD MSQueue	50-50	64	10055.85	10000000
AMD MSQueue	50-50	64	10552.63	10000000
AMD MSQueue	50-50	64	10555.61	10000000
AMD MSQueue	50-50	64	10556.83	10000000
AMD MSQueue	50-50	64	10558.65	10000000
AMD MSQueue	50-50	64	10561.84	10000000
AMD MSQueue	50-50	64	10567.74	10000000
AMD MSQueue	50-50	64	10572.13	10000000
AMD MSQueue	50-50	64	10567.66	10000000
AMD MSQueue	50-50	64	10565.81	10000000
AMD FAA	50-50	1	1119.94	10000000
AMD FAA	50-50	1	1115.21	10000000
AMD FAA	50-50	1	1115.41	10000000
AMD FAA	50-50	1	1115.72	10000000
AMD FAA	50-50	1	1116.09	10000000
AMD FAA	50-50	1	1115.62	10000000
AMD FAA	50-50	1	1114.79	10000000
AMD FAA	50-50	1	1117.58	10000000
AMD FAA	50-50	1	1115.17	10000000
AMD FAA	50-50	1	1115.67	10000000
AMD FAA	50-50	2	651.09	10000000
AMD FAA	50-50	2	617.92	10000000
AMD FAA	50-50	2	604.67	10000000
AMD FAA	50-50	2	601.36	10000000
AMD FAA	50-50	2	601.37	10000000
AMD FAA	50-50	2	602.24	10000000
AMD FAA	50-50	2	603.19	10000000
AMD FAA	50-50	2	602.88	10000000
AMD FAA	50-50	2	602.35	10000000
AMD FAA	50-50	2	603.02	10000000
AMD FAA	50-50	2	600.86	10000000
AMD FAA	50-50	3	456.47	10000000
AMD FAA	50-50	3	452.35	10000000
AMD FAA	50-50	3	452.49	10000000
AMD FAA	50-50	3	454.19	10000000
AMD FAA	50-50	3	451.80	10000000
AMD FAA	50-50	3	451.47	10000000
AMD FAA	50-50	3	454.66	10000000
AMD FAA	50-50	3	453.55	10000000
AMD FAA	50-50	3	453.06	10000000
AMD FAA	50-50	3	452.25	10000000
AMD FAA	50-50	4	385.21	10000000
AMD FAA	50-50	4	381.81	10000000
AMD FAA	50-50	4	381.75	10000000
AMD FAA	50-50	4	381.85	10000000
AMD FAA	50-50	4	383.08	10000000
AMD FAA	50-50	4	381.22	10000000
AMD FAA	50-50	4	381.39	10000000
AMD FAA	50-50	4	382.65	10000000
AMD FAA	50-50	4	382.83	10000000
AMD FAA	50-50	4	383.22	10000000
AMD FAA	50-50	5	468.24	10000000
AMD FAA	50-50	5	462.61	10000000
AMD FAA	50-50	5	433.76	10000000
AMD FAA	50-50	5	430.99	10000000
AMD FAA	50-50	5	429.38	10000000
AMD FAA	50-50	5	430.82	10000000
AMD FAA	50-50	5	430.49	10000000
AMD FAA	50-50	5	430.81	10000000
AMD FAA	50-50	5	430.75	10000000
AMD FAA	50-50	5	430.32	10000000
AMD FAA	50-50	5	430.20	10000000
AMD FAA	50-50	5	430.33	10000000
AMD FAA	50-50	6	413.83	10000000
AMD FAA	50-50	6	411.76	10000000
AMD FAA	50-50	6	391.43	10000000
AMD FAA	50-50	6	376.54	10000000
AMD FAA	50-50	6	375.54	10000000
AMD FAA	50-50	6	376.08	10000000
AMD FAA	50-50	6	376.38	10000000
AMD FAA	50-50	6	375.81	10000000
AMD FAA	50-50	6	375.40	10000000
AMD FAA	50-50	6	376.34	10000000
AMD FAA	50-50	6	375.91	10000000
AMD FAA	50-50	6	375.90	10000000
AMD FAA	50-50	7	366.09	10000000
AMD FAA	50-50	7	365.27	10000000
AMD FAA	50-50	7	357.56	10000000
AMD FAA	50-50	7	335.15	10000000
AMD FAA	50-50	7	335.93	10000000
AMD FAA	50-50	7	335.52	10000000
AMD FAA	50-50	7	335.86	10000000
AMD FAA	50-50	7	335.00	10000000
AMD FAA	50-50	7	336.28	10000000
AMD FAA	50-50	7	334.92	10000000
AMD FAA	50-50	7	335.82	10000000
AMD FAA	50-50	7	334.41	10000000
AMD FAA	50-50	8	331.75	10000000
AMD FAA	50-50	8	329.45	10000000
AMD FAA	50-50	8	328.70	10000000
AMD FAA	50-50	8	311.80	10000000
AMD FAA	50-50	8	310.84	10000000
AMD FAA	50-50	8	310.73	10000000
AMD FAA	50-50	8	310.89	10000000
AMD FAA	50-50	8	310.72	10000000
AMD FAA	50-50	8	310.82	10000000
AMD FAA	50-50	8	310.81	10000000
AMD FAA	50-50	8	310.70	10000000
AMD FAA	50-50	8	310.95	10000000
AMD FAA	50-50	9	393.31	10000000
AMD FAA	50-50	9	389.37	10000000
AMD FAA	50-50	9	384.30	10000000
AMD FAA	50-50	9	383.59	10000000
AMD FAA	50-50	9	386.76	10000000
AMD FAA	50-50	9	394.20	10000000
AMD FAA	50-50	9	395.02	10000000
AMD FAA	50-50	9	394.49	10000000
AMD FAA	50-50	9	394.49	10000000
AMD FAA	50-50	9	395.08	10000000
AMD FAA	50-50	10	372.94	10000000
AMD FAA	50-50	10	367.37	10000000
AMD FAA	50-50	10	367.63	10000000
AMD FAA	50-50	10	367.49	10000000
AMD FAA	50-50	10	367.55	10000000
AMD FAA	50-50	10	367.54	10000000
AMD FAA	50-50	10	367.51	10000000
AMD FAA	50-50	10	366.56	10000000
AMD FAA	50-50	10	369.04	10000000
AMD FAA	50-50	10	366.42	10000000
AMD FAA	50-50	11	352.72	10000000
AMD FAA	50-50	11	350.77	10000000
AMD FAA	50-50	11	349.89	10000000
AMD FAA	50-50	11	350.72	10000000
AMD FAA	50-50	11	349.79	10000000
AMD FAA	50-50	11	350.13	10000000
AMD FAA	50-50	11	350.07	10000000
AMD FAA	50-50	11	350.46	10000000
AMD FAA	50-50	11	350.41	10000000
AMD FAA	50-50	11	354.69	10000000
AMD FAA	50-50	12	348.92	10000000
AMD FAA	50-50	12	349.80	10000000
AMD FAA	50-50	12	349.81	10000000
AMD FAA	50-50	12	349.66	10000000
AMD FAA	50-50	12	349.58	10000000
AMD FAA	50-50	12	349.52	10000000
AMD FAA	50-50	12	349.97	10000000
AMD FAA	50-50	12	349.64	10000000
AMD FAA	50-50	12	349.84	10000000
AMD FAA	50-50	12	349.80	10000000
AMD FAA	50-50	13	378.22	10000000
AMD FAA	50-50	13	376.66	10000000
AMD FAA	50-50	13	380.91	10000000
AMD FAA	50-50	13	382.22	10000000
AMD FAA	50-50	13	381.50	10000000
AMD FAA	50-50	13	381.31	10000000
AMD FAA	50-50	13	381.83	10000000
AMD FAA	50-50	13	381.21	10000000
AMD FAA	50-50	13	381.42	10000000
AMD FAA	50-50	13	381.51	10000000
AMD FAA	50-50	14	371.50	10000000
AMD FAA	50-50	14	370.00	10000000
AMD FAA	50-50	14	369.99	10000000
AMD FAA	50-50	14	369.24	10000000
AMD FAA	50-50	14	368.76	10000000
AMD FAA	50-50	14	369.62	10000000
AMD FAA	50-50	14	370.34	10000000
AMD FAA	50-50	14	369.08	10000000
AMD FAA	50-50	14	369.16	10000000
AMD FAA	50-50	14	369.80	10000000
AMD FAA	50-50	15	352.66	10000000
AMD FAA	50-50	15	350.68	10000000
AMD FAA	50-50	15	350.51	10000000
AMD FAA	50-50	15	350.42	10000000
AMD FAA	50-50	15	350.43	10000000
AMD FAA	50-50	15	350.60	10000000
AMD FAA	50-50	15	351.50	10000000
AMD FAA	50-50	15	351.02	10000000
AMD FAA	50-50	15	350.81	10000000
AMD FAA	50-50	15	350.18	10000000
AMD FAA	50-50	16	335.86	10000000
AMD FAA	50-50	16	334.35	10000000
AMD FAA	50-50	16	334.47	10000000
AMD FAA	50-50	16	334.42	10000000
AMD FAA	50-50	16	334.61	10000000
AMD FAA	50-50	16	334.41	10000000
AMD FAA	50-50	16	334.48	10000000
AMD FAA	50-50	16	334.31	10000000
AMD FAA	50-50	16	334.62	10000000
AMD FAA	50-50	16	334.37	10000000
AMD FAA	50-50	17	369.98	10000000
AMD FAA	50-50	17	367.82	10000000
AMD FAA	50-50	17	367.89	10000000
AMD FAA	50-50	17	368.54	10000000
AMD FAA	50-50	17	368.31	10000000
AMD FAA	50-50	17	367.59	10000000
AMD FAA	50-50	17	367.41	10000000
AMD FAA	50-50	17	367.32	10000000
AMD FAA	50-50	17	369.15	10000000
AMD FAA	50-50	17	367.74	10000000
AMD FAA	50-50	18	361.98	10000000
AMD FAA	50-50	18	361.16	10000000
AMD FAA	50-50	18	360.45	10000000
AMD FAA	50-50	18	360.93	10000000
AMD FAA	50-50	18	360.21	10000000
AMD FAA	50-50	18	360.07	10000000
AMD FAA	50-50	18	360.21	10000000
AMD FAA	50-50	18	360.39	10000000
AMD FAA	50-50	18	360.01	10000000
AMD FAA	50-50	18	362.72	10000000
AMD FAA	50-50	19	350.40	10000000
AMD FAA	50-50	19	349.67	10000000
AMD FAA	50-50	19	352.19	10000000
AMD FAA	50-50	19	349.71	10000000
AMD FAA	50-50	19	350.14	10000000
AMD FAA	50-50	19	350.18	10000000
AMD FAA	50-50	19	349.99	10000000
AMD FAA	50-50	19	349.71	10000000
AMD FAA	50-50	19	350.02	10000000
AMD FAA	50-50	19	350.30	10000000
AMD FAA	50-50	20	340.40	10000000
AMD FAA	50-50	20	339.26	10000000
AMD FAA	50-50	20	339.63	10000000
AMD FAA	50-50	20	339.38	10000000
AMD FAA	50-50	20	339.21	10000000
AMD FAA	50-50	20	339.14	10000000
AMD FAA	50-50	20	339.32	10000000
AMD FAA	50-50	20	339.32	10000000
AMD FAA	50-50	20	339.19	10000000
AMD FAA	50-50	20	339.61	10000000
AMD FAA	50-50	21	368.53	10000000
AMD FAA	50-50	21	365.64	10000000
AMD FAA	50-50	21	367.01	10000000
AMD FAA	50-50	21	365.60	10000000
AMD FAA	50-50	21	365.67	10000000
AMD FAA	50-50	21	365.80	10000000
AMD FAA	50-50	21	365.46	10000000
AMD FAA	50-50	21	365.64	10000000
AMD FAA	50-50	21	365.73	10000000
AMD FAA	50-50	21	365.73	10000000
AMD FAA	50-50	22	364.20	10000000
AMD FAA	50-50	22	362.15	10000000
AMD FAA	50-50	22	362.32	10000000
AMD FAA	50-50	22	362.45	10000000
AMD FAA	50-50	22	361.51	10000000
AMD FAA	50-50	22	361.85	10000000
AMD FAA	50-50	22	361.94	10000000
AMD FAA	50-50	22	361.88	10000000
AMD FAA	50-50	22	362.15	10000000
AMD FAA	50-50	22	361.82	10000000
AMD FAA	50-50	23	352.30	10000000
AMD FAA	50-50	23	349.36	10000000
AMD FAA	50-50	23	349.75	10000000
AMD FAA	50-50	23	349.43	10000000
AMD FAA	50-50	23	348.98	10000000
AMD FAA	50-50	23	349.18	10000000
AMD FAA	50-50	23	349.17	10000000
AMD FAA	50-50	23	349.35	10000000
AMD FAA	50-50	23	349.37	10000000
AMD FAA	50-50	23	349.64	10000000
AMD FAA	50-50	24	341.07	10000000
AMD FAA	50-50	24	339.98	10000000
AMD FAA	50-50	24	340.09	10000000
AMD FAA	50-50	24	339.62	10000000
AMD FAA	50-50	24	339.56	10000000
AMD FAA	50-50	24	339.82	10000000
AMD FAA	50-50	24	339.47	10000000
AMD FAA	50-50	24	339.84	10000000
AMD FAA	50-50	24	339.93	10000000
AMD FAA	50-50	24	339.80	10000000
AMD FAA	50-50	25	366.27	10000000
AMD FAA	50-50	25	363.47	10000000
AMD FAA	50-50	25	364.01	10000000
AMD FAA	50-50	25	363.89	10000000
AMD FAA	50-50	25	361.47	10000000
AMD FAA	50-50	25	361.00	10000000
AMD FAA	50-50	25	361.59	10000000
AMD FAA	50-50	25	361.75	10000000
AMD FAA	50-50	25	360.90	10000000
AMD FAA	50-50	25	360.64	10000000
AMD FAA	50-50	26	357.99	10000000
AMD FAA	50-50	26	354.78	10000000
AMD FAA	50-50	26	358.51	10000000
AMD FAA	50-50	26	358.00	10000000
AMD FAA	50-50	26	358.60	10000000
AMD FAA	50-50	26	358.57	10000000
AMD FAA	50-50	26	355.59	10000000
AMD FAA	50-50	26	355.43	10000000
AMD FAA	50-50	26	355.12	10000000
AMD FAA	50-50	26	354.82	10000000
AMD FAA	50-50	27	354.32	10000000
AMD FAA	50-50	27	351.47	10000000
AMD FAA	50-50	27	351.29	10000000
AMD FAA	50-50	27	348.86	10000000
AMD FAA	50-50	27	349.01	10000000
AMD FAA	50-50	27	348.95	10000000
AMD FAA	50-50	27	348.93	10000000
AMD FAA	50-50	27	348.95	10000000
AMD FAA	50-50	27	349.10	10000000
AMD FAA	50-50	27	348.97	10000000
AMD FAA	50-50	28	345.98	10000000
AMD FAA	50-50	28	343.44	10000000
AMD FAA	50-50	28	343.66	10000000
AMD FAA	50-50	28	343.44	10000000
AMD FAA	50-50	28	343.39	10000000
AMD FAA	50-50	28	343.64	10000000
AMD FAA	50-50	28	343.52	10000000
AMD FAA	50-50	28	343.25	10000000
AMD FAA	50-50	28	342.70	10000000
AMD FAA	50-50	28	341.28	10000000
AMD FAA	50-50	29	364.31	10000000
AMD FAA	50-50	29	361.65	10000000
AMD FAA	50-50	29	361.71	10000000
AMD FAA	50-50	29	361.88	10000000
AMD FAA	50-50	29	361.75	10000000
AMD FAA	50-50	29	361.56	10000000
AMD FAA	50-50	29	361.50	10000000
AMD FAA	50-50	29	361.64	10000000
AMD FAA	50-50	29	361.84	10000000
AMD FAA	50-50	29	361.65	10000000
AMD FAA	50-50	30	363.69	10000000
AMD FAA	50-50	30	361.10	10000000
AMD FAA	50-50	30	360.95	10000000
AMD FAA	50-50	30	358.86	10000000
AMD FAA	50-50	30	359.17	10000000
AMD FAA	50-50	30	358.93	10000000
AMD FAA	50-50	30	359.20	10000000
AMD FAA	50-50	30	358.96	10000000
AMD FAA	50-50	30	359.48	10000000
AMD FAA	50-50	30	359.16	10000000
AMD FAA	50-50	31	354.10	10000000
AMD FAA	50-50	31	352.08	10000000
AMD FAA	50-50	31	349.83	10000000
AMD FAA	50-50	31	349.31	10000000
AMD FAA	50-50	31	349.52	10000000
AMD FAA	50-50	31	349.65	10000000
AMD FAA	50-50	31	349.46	10000000
AMD FAA	50-50	31	349.73	10000000
AMD FAA	50-50	31	349.32	10000000
AMD FAA	50-50	31	349.89	10000000
AMD FAA	50-50	32	344.29	10000000
AMD FAA	50-50	32	341.50	10000000
AMD FAA	50-50	32	341.53	10000000
AMD FAA	50-50	32	341.43	10000000
AMD FAA	50-50	32	342.51	10000000
AMD FAA	50-50	32	345.34	10000000
AMD FAA	50-50	32	345.27	10000000
AMD FAA	50-50	32	344.01	10000000
AMD FAA	50-50	32	343.23	10000000
AMD FAA	50-50	32	341.90	10000000
AMD FAA	50-50	33	357.31	10000000
AMD FAA	50-50	33	356.07	10000000
AMD FAA	50-50	33	356.64	10000000
AMD FAA	50-50	33	354.04	10000000
AMD FAA	50-50	33	354.04	10000000
AMD FAA	50-50	33	357.30	10000000
AMD FAA	50-50	33	353.75	10000000
AMD FAA	50-50	33	354.01	10000000
AMD FAA	50-50	33	354.71	10000000
AMD FAA	50-50	33	355.04	10000000
AMD FAA	50-50	34	348.77	10000000
AMD FAA	50-50	34	346.61	10000000
AMD FAA	50-50	34	346.84	10000000
AMD FAA	50-50	34	347.81	10000000
AMD FAA	50-50	34	347.81	10000000
AMD FAA	50-50	34	346.70	10000000
AMD FAA	50-50	34	349.99	10000000
AMD FAA	50-50	34	346.74	10000000
AMD FAA	50-50	34	346.94	10000000
AMD FAA	50-50	34	346.16	10000000
AMD FAA	50-50	35	343.01	10000000
AMD FAA	50-50	35	341.54	10000000
AMD FAA	50-50	35	339.81	10000000
AMD FAA	50-50	35	339.55	10000000
AMD FAA	50-50	35	339.71	10000000
AMD FAA	50-50	35	339.76	10000000
AMD FAA	50-50	35	339.55	10000000
AMD FAA	50-50	35	339.29	10000000
AMD FAA	50-50	35	340.27	10000000
AMD FAA	50-50	35	339.22	10000000
AMD FAA	50-50	36	336.66	10000000
AMD FAA	50-50	36	334.69	10000000
AMD FAA	50-50	36	335.31	10000000
AMD FAA	50-50	36	333.71	10000000
AMD FAA	50-50	36	333.05	10000000
AMD FAA	50-50	36	333.10	10000000
AMD FAA	50-50	36	332.78	10000000
AMD FAA	50-50	36	332.83	10000000
AMD FAA	50-50	36	333.39	10000000
AMD FAA	50-50	36	332.80	10000000
AMD FAA	50-50	37	348.55	10000000
AMD FAA	50-50	37	345.10	10000000
AMD FAA	50-50	37	343.14	10000000
AMD FAA	50-50	37	336.61	10000000
AMD FAA	50-50	37	336.80	10000000
AMD FAA	50-50	37	337.31	10000000
AMD FAA	50-50	37	336.93	10000000
AMD FAA	50-50	37	336.90	10000000
AMD FAA	50-50	37	337.32	10000000
AMD FAA	50-50	37	337.03	10000000
AMD FAA	50-50	38	338.11	10000000
AMD FAA	50-50	38	335.40	10000000
AMD FAA	50-50	38	335.10	10000000
AMD FAA	50-50	38	331.96	10000000
AMD FAA	50-50	38	330.62	10000000
AMD FAA	50-50	38	330.57	10000000
AMD FAA	50-50	38	330.36	10000000
AMD FAA	50-50	38	330.20	10000000
AMD FAA	50-50	38	330.28	10000000
AMD FAA	50-50	38	330.62	10000000
AMD FAA	50-50	39	329.30	10000000
AMD FAA	50-50	39	327.07	10000000
AMD FAA	50-50	39	326.70	10000000
AMD FAA	50-50	39	327.18	10000000
AMD FAA	50-50	39	327.07	10000000
AMD FAA	50-50	39	327.18	10000000
AMD FAA	50-50	39	327.27	10000000
AMD FAA	50-50	39	326.84	10000000
AMD FAA	50-50	39	327.13	10000000
AMD FAA	50-50	39	327.22	10000000
AMD FAA	50-50	40	323.47	10000000
AMD FAA	50-50	40	321.58	10000000
AMD FAA	50-50	40	321.56	10000000
AMD FAA	50-50	40	317.30	10000000
AMD FAA	50-50	40	316.83	10000000
AMD FAA	50-50	40	316.36	10000000
AMD FAA	50-50	40	316.55	10000000
AMD FAA	50-50	40	316.82	10000000
AMD FAA	50-50	40	316.56	10000000
AMD FAA	50-50	40	316.78	10000000
AMD FAA	50-50	41	333.40	10000000
AMD FAA	50-50	41	332.72	10000000
AMD FAA	50-50	41	332.22	10000000
AMD FAA	50-50	41	326.59	10000000
AMD FAA	50-50	41	325.14	10000000
AMD FAA	50-50	41	325.00	10000000
AMD FAA	50-50	41	326.81	10000000
AMD FAA	50-50	41	324.97	10000000
AMD FAA	50-50	41	325.01	10000000
AMD FAA	50-50	41	326.21	10000000
AMD FAA	50-50	42	327.75	10000000
AMD FAA	50-50	42	325.87	10000000
AMD FAA	50-50	42	327.87	10000000
AMD FAA	50-50	42	325.36	10000000
AMD FAA	50-50	42	325.21	10000000
AMD FAA	50-50	42	326.00	10000000
AMD FAA	50-50	42	325.15	10000000
AMD FAA	50-50	42	325.21	10000000
AMD FAA	50-50	42	325.18	10000000
AMD FAA	50-50	42	328.41	10000000
AMD FAA	50-50	43	321.39	10000000
AMD FAA	50-50	43	317.93	10000000
AMD FAA	50-50	43	318.81	10000000
AMD FAA	50-50	43	317.09	10000000
AMD FAA	50-50	43	317.03	10000000
AMD FAA	50-50	43	316.64	10000000
AMD FAA	50-50	43	318.31	10000000
AMD FAA	50-50	43	316.66	10000000
AMD FAA	50-50	43	316.52	10000000
AMD FAA	50-50	43	318.23	10000000
AMD FAA	50-50	44	316.73	10000000
AMD FAA	50-50	44	314.46	10000000
AMD FAA	50-50	44	313.31	10000000
AMD FAA	50-50	44	313.24	10000000
AMD FAA	50-50	44	313.34	10000000
AMD FAA	50-50	44	313.09	10000000
AMD FAA	50-50	44	312.99	10000000
AMD FAA	50-50	44	313.18	10000000
AMD FAA	50-50	44	312.80	10000000
AMD FAA	50-50	44	312.94	10000000
AMD FAA	50-50	45	320.09	10000000
AMD FAA	50-50	45	317.20	10000000
AMD FAA	50-50	45	317.16	10000000
AMD FAA	50-50	45	317.43	10000000
AMD FAA	50-50	45	317.46	10000000
AMD FAA	50-50	45	317.22	10000000
AMD FAA	50-50	45	317.54	10000000
AMD FAA	50-50	45	317.22	10000000
AMD FAA	50-50	45	317.24	10000000
AMD FAA	50-50	45	317.32	10000000
AMD FAA	50-50	46	319.47	10000000
AMD FAA	50-50	46	315.57	10000000
AMD FAA	50-50	46	315.41	10000000
AMD FAA	50-50	46	315.93	10000000
AMD FAA	50-50	46	315.50	10000000
AMD FAA	50-50	46	315.57	10000000
AMD FAA	50-50	46	315.72	10000000
AMD FAA	50-50	46	315.71	10000000
AMD FAA	50-50	46	315.57	10000000
AMD FAA	50-50	46	315.52	10000000
AMD FAA	50-50	47	314.26	10000000
AMD FAA	50-50	47	310.11	10000000
AMD FAA	50-50	47	310.04	10000000
AMD FAA	50-50	47	308.98	10000000
AMD FAA	50-50	47	308.85	10000000
AMD FAA	50-50	47	309.02	10000000
AMD FAA	50-50	47	309.11	10000000
AMD FAA	50-50	47	308.76	10000000
AMD FAA	50-50	47	308.55	10000000
AMD FAA	50-50	47	308.94	10000000
AMD FAA	50-50	48	308.03	10000000
AMD FAA	50-50	48	305.67	10000000
AMD FAA	50-50	48	306.65	10000000
AMD FAA	50-50	48	306.35	10000000
AMD FAA	50-50	48	305.65	10000000
AMD FAA	50-50	48	305.47	10000000
AMD FAA	50-50	48	305.79	10000000
AMD FAA	50-50	48	305.72	10000000
AMD FAA	50-50	48	305.51	10000000
AMD FAA	50-50	48	305.81	10000000
AMD FAA	50-50	49	311.69	10000000
AMD FAA	50-50	49	310.10	10000000
AMD FAA	50-50	49	310.04	10000000
AMD FAA	50-50	49	310.41	10000000
AMD FAA	50-50	49	309.91	10000000
AMD FAA	50-50	49	310.37	10000000
AMD FAA	50-50	49	311.17	10000000
AMD FAA	50-50	49	310.10	10000000
AMD FAA	50-50	49	310.28	10000000
AMD FAA	50-50	49	310.54	10000000
AMD FAA	50-50	50	312.71	10000000
AMD FAA	50-50	50	309.16	10000000
AMD FAA	50-50	50	309.55	10000000
AMD FAA	50-50	50	309.08	10000000
AMD FAA	50-50	50	307.88	10000000
AMD FAA	50-50	50	308.20	10000000
AMD FAA	50-50	50	310.05	10000000
AMD FAA	50-50	50	308.23	10000000
AMD FAA	50-50	50	308.65	10000000
AMD FAA	50-50	50	308.07	10000000
AMD FAA	50-50	51	305.33	10000000
AMD FAA	50-50	51	302.56	10000000
AMD FAA	50-50	51	302.15	10000000
AMD FAA	50-50	51	302.61	10000000
AMD FAA	50-50	51	302.19	10000000
AMD FAA	50-50	51	302.42	10000000
AMD FAA	50-50	51	303.64	10000000
AMD FAA	50-50	51	302.34	10000000
AMD FAA	50-50	51	302.38	10000000
AMD FAA	50-50	51	303.52	10000000
AMD FAA	50-50	52	303.91	10000000
AMD FAA	50-50	52	300.83	10000000
AMD FAA	50-50	52	301.69	10000000
AMD FAA	50-50	52	302.56	10000000
AMD FAA	50-50	52	302.37	10000000
AMD FAA	50-50	52	301.34	10000000
AMD FAA	50-50	52	301.54	10000000
AMD FAA	50-50	52	301.22	10000000
AMD FAA	50-50	52	301.31	10000000
AMD FAA	50-50	52	301.46	10000000
AMD FAA	50-50	53	308.21	10000000
AMD FAA	50-50	53	306.33	10000000
AMD FAA	50-50	53	306.18	10000000
AMD FAA	50-50	53	305.07	10000000
AMD FAA	50-50	53	305.00	10000000
AMD FAA	50-50	53	307.00	10000000
AMD FAA	50-50	53	305.48	10000000
AMD FAA	50-50	53	305.13	10000000
AMD FAA	50-50	53	304.96	10000000
AMD FAA	50-50	53	304.99	10000000
AMD FAA	50-50	54	305.49	10000000
AMD FAA	50-50	54	303.30	10000000
AMD FAA	50-50	54	303.40	10000000
AMD FAA	50-50	54	303.10	10000000
AMD FAA	50-50	54	302.39	10000000
AMD FAA	50-50	54	302.12	10000000
AMD FAA	50-50	54	302.59	10000000
AMD FAA	50-50	54	302.13	10000000
AMD FAA	50-50	54	303.31	10000000
AMD FAA	50-50	54	302.03	10000000
AMD FAA	50-50	55	301.76	10000000
AMD FAA	50-50	55	299.27	10000000
AMD FAA	50-50	55	299.37	10000000
AMD FAA	50-50	55	298.88	10000000
AMD FAA	50-50	55	298.33	10000000
AMD FAA	50-50	55	298.16	10000000
AMD FAA	50-50	55	298.56	10000000
AMD FAA	50-50	55	298.27	10000000
