arch type   mix	 threads ms	    ops	
AMD LCRQ	50-50	62	315.85	10000000
AMD LCRQ	50-50	63	317.11	10000000
AMD LCRQ	50-50	63	311.33	10000000
AMD LCRQ	50-50	63	312.01	10000000
AMD LCRQ	50-50	63	315.56	10000000
AMD LCRQ	50-50	63	309.29	10000000
AMD LCRQ	50-50	63	312.88	10000000
AMD LCRQ	50-50	63	311.96	10000000
AMD LCRQ	50-50	63	311.58	10000000
AMD LCRQ	50-50	63	313.22	10000000
AMD LCRQ	50-50	63	312.28	10000000
AMD LCRQ	50-50	64	308.89	10000000
AMD LCRQ	50-50	64	304.99	10000000
AMD LCRQ	50-50	64	305.74	10000000
AMD LCRQ	50-50	64	306.17	10000000
AMD LCRQ	50-50	64	306.02	10000000
AMD LCRQ	50-50	64	306.42	10000000
AMD LCRQ	50-50	64	309.37	10000000
AMD LCRQ	50-50	64	306.28	10000000
AMD LCRQ	50-50	64	306.43	10000000
AMD LCRQ	50-50	64	307.77	10000000
AMD FAA	50PW	1	1972.66	10000000
AMD FAA	50PW	1	1970.04	10000000
AMD FAA	50PW	1	1969.26	10000000
AMD FAA	50PW	1	1968.73	10000000
AMD FAA	50PW	1	1969.80	10000000
AMD FAA	50PW	1	1969.13	10000000
AMD FAA	50PW	1	1969.45	10000000
AMD FAA	50PW	1	1969.94	10000000
AMD FAA	50PW	1	1970.39	10000000
AMD FAA	50PW	1	1970.10	10000000
AMD FAA	50PW	2	1087.06	10000000
AMD FAA	50PW	2	1080.94	10000000
AMD FAA	50PW	2	1082.19	10000000
AMD FAA	50PW	2	1085.08	10000000
AMD FAA	50PW	2	1103.80	10000000
AMD FAA	50PW	2	1081.78	10000000
AMD FAA	50PW	2	1082.48	10000000
AMD FAA	50PW	2	1082.47	10000000
AMD FAA	50PW	2	1083.79	10000000
AMD FAA	50PW	2	1081.88	10000000
AMD FAA	50PW	3	806.53	10000000
AMD FAA	50PW	3	806.29	10000000
AMD FAA	50PW	3	805.87	10000000
AMD FAA	50PW	3	804.13	10000000
AMD FAA	50PW	3	805.41	10000000
AMD FAA	50PW	3	804.03	10000000
AMD FAA	50PW	3	806.37	10000000
AMD FAA	50PW	3	801.03	10000000
AMD FAA	50PW	3	796.42	10000000
AMD FAA	50PW	3	787.80	10000000
AMD FAA	50PW	4	729.35	10000000
AMD FAA	50PW	4	761.79	10000000
AMD FAA	50PW	4	761.89	10000000
AMD FAA	50PW	4	762.18	10000000
AMD FAA	50PW	4	761.67	10000000
AMD FAA	50PW	4	761.52	10000000
AMD FAA	50PW	4	761.89	10000000
AMD FAA	50PW	4	761.73	10000000
AMD FAA	50PW	4	706.17	10000000
AMD FAA	50PW	4	669.61	10000000
AMD FAA	50PW	4	670.83	10000000
AMD FAA	50PW	4	670.29	10000000
AMD FAA	50PW	4	671.28	10000000
AMD FAA	50PW	4	673.00	10000000
AMD FAA	50PW	4	675.82	10000000
AMD FAA	50PW	5	790.80	10000000
AMD FAA	50PW	5	786.24	10000000
AMD FAA	50PW	5	786.61	10000000
AMD FAA	50PW	5	785.58	10000000
AMD FAA	50PW	5	786.17	10000000
AMD FAA	50PW	5	785.21	10000000
AMD FAA	50PW	5	794.63	10000000
AMD FAA	50PW	5	787.27	10000000
AMD FAA	50PW	5	785.34	10000000
AMD FAA	50PW	5	786.19	10000000
AMD FAA	50PW	6	818.55	10000000
AMD FAA	50PW	6	683.25	10000000
AMD FAA	50PW	6	643.70	10000000
AMD FAA	50PW	6	644.29	10000000
AMD FAA	50PW	6	644.20	10000000
AMD FAA	50PW	6	643.37	10000000
AMD FAA	50PW	6	642.73	10000000
AMD FAA	50PW	6	643.04	10000000
AMD FAA	50PW	6	643.05	10000000
AMD FAA	50PW	6	642.78	10000000
AMD FAA	50PW	6	642.96	10000000
AMD FAA	50PW	7	698.12	10000000
AMD FAA	50PW	7	620.00	10000000
AMD FAA	50PW	7	563.08	10000000
AMD FAA	50PW	7	564.43	10000000
AMD FAA	50PW	7	564.80	10000000
AMD FAA	50PW	7	563.59	10000000
AMD FAA	50PW	7	563.55	10000000
AMD FAA	50PW	7	563.92	10000000
AMD FAA	50PW	7	564.12	10000000
AMD FAA	50PW	7	564.75	10000000
AMD FAA	50PW	7	565.21	10000000
AMD FAA	50PW	7	564.75	10000000
AMD FAA	50PW	8	618.82	10000000
AMD FAA	50PW	8	580.00	10000000
AMD FAA	50PW	8	519.10	10000000
AMD FAA	50PW	8	520.05	10000000
AMD FAA	50PW	8	519.11	10000000
AMD FAA	50PW	8	519.36	10000000
AMD FAA	50PW	8	519.11	10000000
AMD FAA	50PW	8	519.56	10000000
AMD FAA	50PW	8	519.08	10000000
AMD FAA	50PW	8	519.04	10000000
AMD FAA	50PW	8	519.17	10000000
AMD FAA	50PW	8	519.38	10000000
AMD FAA	50PW	9	648.45	10000000
AMD FAA	50PW	9	684.81	10000000
AMD FAA	50PW	9	728.07	10000000
AMD FAA	50PW	9	728.50	10000000
AMD FAA	50PW	9	728.94	10000000
AMD FAA	50PW	9	727.95	10000000
AMD FAA	50PW	9	727.75	10000000
AMD FAA	50PW	9	727.83	10000000
AMD FAA	50PW	9	728.41	10000000
AMD FAA	50PW	9	728.29	10000000
AMD FAA	50PW	9	729.03	10000000
AMD FAA	50PW	10	647.63	10000000
AMD FAA	50PW	10	652.13	10000000
AMD FAA	50PW	10	658.56	10000000
AMD FAA	50PW	10	658.36	10000000
AMD FAA	50PW	10	653.04	10000000
AMD FAA	50PW	10	645.51	10000000
AMD FAA	50PW	10	645.15	10000000
AMD FAA	50PW	10	645.00	10000000
AMD FAA	50PW	10	645.01	10000000
AMD FAA	50PW	10	644.88	10000000
AMD FAA	50PW	11	581.35	10000000
AMD FAA	50PW	11	579.37	10000000
AMD FAA	50PW	11	579.30	10000000
AMD FAA	50PW	11	579.18	10000000
AMD FAA	50PW	11	579.19	10000000
AMD FAA	50PW	11	579.38	10000000
AMD FAA	50PW	11	579.43	10000000
AMD FAA	50PW	11	579.16	10000000
AMD FAA	50PW	11	580.73	10000000
AMD FAA	50PW	11	579.81	10000000
AMD FAA	50PW	12	544.36	10000000
AMD FAA	50PW	12	556.69	10000000
AMD FAA	50PW	12	560.39	10000000
AMD FAA	50PW	12	551.58	10000000
AMD FAA	50PW	12	549.29	10000000
AMD FAA	50PW	12	543.94	10000000
AMD FAA	50PW	12	544.07	10000000
AMD FAA	50PW	12	543.79	10000000
AMD FAA	50PW	12	543.67	10000000
AMD FAA	50PW	12	543.69	10000000
AMD FAA	50PW	13	658.81	10000000
AMD FAA	50PW	13	656.36	10000000
AMD FAA	50PW	13	657.38	10000000
AMD FAA	50PW	13	655.63	10000000
AMD FAA	50PW	13	655.42	10000000
AMD FAA	50PW	13	656.16	10000000
AMD FAA	50PW	13	656.77	10000000
AMD FAA	50PW	13	656.92	10000000
AMD FAA	50PW	13	657.26	10000000
AMD FAA	50PW	13	656.71	10000000
AMD FAA	50PW	14	619.86	10000000
AMD FAA	50PW	14	616.74	10000000
AMD FAA	50PW	14	618.42	10000000
AMD FAA	50PW	14	618.75	10000000
AMD FAA	50PW	14	617.45	10000000
AMD FAA	50PW	14	616.17	10000000
AMD FAA	50PW	14	617.47	10000000
AMD FAA	50PW	14	615.83	10000000
AMD FAA	50PW	14	616.45	10000000
AMD FAA	50PW	14	616.00	10000000
AMD FAA	50PW	15	535.61	10000000
AMD FAA	50PW	15	541.03	10000000
AMD FAA	50PW	15	578.24	10000000
AMD FAA	50PW	15	577.53	10000000
AMD FAA	50PW	15	577.43	10000000
AMD FAA	50PW	15	577.99	10000000
AMD FAA	50PW	15	577.44	10000000
AMD FAA	50PW	15	577.37	10000000
AMD FAA	50PW	15	577.75	10000000
AMD FAA	50PW	15	577.65	10000000
AMD FAA	50PW	15	577.87	10000000
AMD FAA	50PW	16	545.90	10000000
AMD FAA	50PW	16	545.55	10000000
AMD FAA	50PW	16	544.95	10000000
AMD FAA	50PW	16	545.53	10000000
AMD FAA	50PW	16	545.88	10000000
AMD FAA	50PW	16	546.05	10000000
AMD FAA	50PW	16	544.92	10000000
AMD FAA	50PW	16	546.10	10000000
AMD FAA	50PW	16	546.04	10000000
AMD FAA	50PW	16	545.68	10000000
AMD FAA	50PW	17	634.15	10000000
AMD FAA	50PW	17	632.43	10000000
AMD FAA	50PW	17	632.30	10000000
AMD FAA	50PW	17	631.77	10000000
AMD FAA	50PW	17	632.01	10000000
AMD FAA	50PW	17	632.15	10000000
AMD FAA	50PW	17	631.68	10000000
AMD FAA	50PW	17	631.81	10000000
AMD FAA	50PW	17	631.68	10000000
AMD FAA	50PW	17	631.36	10000000
AMD FAA	50PW	18	597.31	10000000
AMD FAA	50PW	18	599.00	10000000
AMD FAA	50PW	18	605.30	10000000
AMD FAA	50PW	18	603.16	10000000
AMD FAA	50PW	18	603.54	10000000
AMD FAA	50PW	18	603.28	10000000
AMD FAA	50PW	18	603.27	10000000
AMD FAA	50PW	18	603.57	10000000
AMD FAA	50PW	18	604.27	10000000
AMD FAA	50PW	18	603.34	10000000
AMD FAA	50PW	19	568.99	10000000
AMD FAA	50PW	19	570.04	10000000
AMD FAA	50PW	19	569.31	10000000
AMD FAA	50PW	19	569.77	10000000
AMD FAA	50PW	19	568.61	10000000
AMD FAA	50PW	19	568.76	10000000
AMD FAA	50PW	19	569.67	10000000
AMD FAA	50PW	19	569.18	10000000
AMD FAA	50PW	19	569.53	10000000
AMD FAA	50PW	19	568.86	10000000
AMD FAA	50PW	20	545.94	10000000
AMD FAA	50PW	20	545.42	10000000
AMD FAA	50PW	20	545.36	10000000
AMD FAA	50PW	20	545.73	10000000
AMD FAA	50PW	20	546.09	10000000
AMD FAA	50PW	20	546.93	10000000
AMD FAA	50PW	20	546.48	10000000
AMD FAA	50PW	20	545.62	10000000
AMD FAA	50PW	20	546.37	10000000
AMD FAA	50PW	20	546.06	10000000
AMD FAA	50PW	21	616.34	10000000
AMD FAA	50PW	21	614.63	10000000
AMD FAA	50PW	21	616.60	10000000
AMD FAA	50PW	21	615.73	10000000
AMD FAA	50PW	21	614.73	10000000
AMD FAA	50PW	21	614.86	10000000
AMD FAA	50PW	21	615.86	10000000
AMD FAA	50PW	21	615.23	10000000
AMD FAA	50PW	21	615.29	10000000
AMD FAA	50PW	21	615.18	10000000
AMD FAA	50PW	22	596.40	10000000
AMD FAA	50PW	22	595.72	10000000
AMD FAA	50PW	22	597.80	10000000
AMD FAA	50PW	22	599.20	10000000
AMD FAA	50PW	22	595.04	10000000
AMD FAA	50PW	22	595.03	10000000
AMD FAA	50PW	22	595.27	10000000
AMD FAA	50PW	22	595.55	10000000
AMD FAA	50PW	22	595.41	10000000
AMD FAA	50PW	22	595.21	10000000
AMD FAA	50PW	23	578.90	10000000
AMD FAA	50PW	23	579.75	10000000
AMD FAA	50PW	23	572.54	10000000
AMD FAA	50PW	23	569.65	10000000
AMD FAA	50PW	23	570.48	10000000
AMD FAA	50PW	23	570.54	10000000
AMD FAA	50PW	23	570.33	10000000
AMD FAA	50PW	23	570.62	10000000
AMD FAA	50PW	23	570.20	10000000
AMD FAA	50PW	23	571.31	10000000
AMD FAA	50PW	24	550.22	10000000
AMD FAA	50PW	24	549.92	10000000
AMD FAA	50PW	24	550.48	10000000
AMD FAA	50PW	24	549.21	10000000
AMD FAA	50PW	24	548.51	10000000
AMD FAA	50PW	24	549.68	10000000
AMD FAA	50PW	24	549.66	10000000
AMD FAA	50PW	24	549.65	10000000
AMD FAA	50PW	24	549.34	10000000
AMD FAA	50PW	24	549.36	10000000
AMD FAA	50PW	25	606.11	10000000
AMD FAA	50PW	25	605.74	10000000
AMD FAA	50PW	25	605.41	10000000
AMD FAA	50PW	25	605.08	10000000
AMD FAA	50PW	25	605.45	10000000
AMD FAA	50PW	25	604.37	10000000
AMD FAA	50PW	25	604.11	10000000
AMD FAA	50PW	25	603.87	10000000
AMD FAA	50PW	25	604.01	10000000
AMD FAA	50PW	25	605.90	10000000
AMD FAA	50PW	26	593.68	10000000
AMD FAA	50PW	26	590.63	10000000
AMD FAA	50PW	26	589.69	10000000
AMD FAA	50PW	26	590.28	10000000
AMD FAA	50PW	26	590.34	10000000
AMD FAA	50PW	26	590.44	10000000
AMD FAA	50PW	26	590.51	10000000
AMD FAA	50PW	26	591.31	10000000
AMD FAA	50PW	26	590.01	10000000
AMD FAA	50PW	26	590.50	10000000
AMD FAA	50PW	27	565.89	10000000
AMD FAA	50PW	27	562.30	10000000
AMD FAA	50PW	27	562.26	10000000
AMD FAA	50PW	27	562.19	10000000
AMD FAA	50PW	27	561.95	10000000
AMD FAA	50PW	27	561.78	10000000
AMD FAA	50PW	27	561.82	10000000
AMD FAA	50PW	27	561.59	10000000
AMD FAA	50PW	27	561.75	10000000
AMD FAA	50PW	27	561.91	10000000
AMD FAA	50PW	28	547.71	10000000
AMD FAA	50PW	28	546.68	10000000
AMD FAA	50PW	28	546.72	10000000
AMD FAA	50PW	28	546.22	10000000
AMD FAA	50PW	28	545.44	10000000
AMD FAA	50PW	28	545.98	10000000
AMD FAA	50PW	28	546.08	10000000
AMD FAA	50PW	28	545.91	10000000
AMD FAA	50PW	28	546.08	10000000
AMD FAA	50PW	28	546.15	10000000
AMD FAA	50PW	29	598.90	10000000
AMD FAA	50PW	29	597.96	10000000
AMD FAA	50PW	29	597.35	10000000
AMD FAA	50PW	29	597.66	10000000
AMD FAA	50PW	29	597.42	10000000
AMD FAA	50PW	29	598.01	10000000
AMD FAA	50PW	29	596.88	10000000
AMD FAA	50PW	29	598.47	10000000
AMD FAA	50PW	29	597.71	10000000
AMD FAA	50PW	29	598.33	10000000
AMD FAA	50PW	30	583.80	10000000
AMD FAA	50PW	30	580.46	10000000
AMD FAA	50PW	30	579.39	10000000
AMD FAA	50PW	30	578.83	10000000
AMD FAA	50PW	30	579.16	10000000
AMD FAA	50PW	30	582.49	10000000
AMD FAA	50PW	30	582.96	10000000
AMD FAA	50PW	30	579.75	10000000
AMD FAA	50PW	30	579.04	10000000
AMD FAA	50PW	30	578.75	10000000
AMD FAA	50PW	31	564.34	10000000
AMD FAA	50PW	31	561.40	10000000
AMD FAA	50PW	31	560.63	10000000
AMD FAA	50PW	31	561.01	10000000
AMD FAA	50PW	31	560.90	10000000
AMD FAA	50PW	31	561.32	10000000
AMD FAA	50PW	31	561.80	10000000
AMD FAA	50PW	31	561.13	10000000
AMD FAA	50PW	31	560.84	10000000
AMD FAA	50PW	31	561.08	10000000
AMD FAA	50PW	32	553.91	10000000
AMD FAA	50PW	32	553.21	10000000
AMD FAA	50PW	32	552.87	10000000
AMD FAA	50PW	32	551.87	10000000
AMD FAA	50PW	32	551.90	10000000
AMD FAA	50PW	32	552.91	10000000
AMD FAA	50PW	32	556.26	10000000
AMD FAA	50PW	32	553.58	10000000
AMD FAA	50PW	32	551.84	10000000
AMD FAA	50PW	32	551.72	10000000
AMD FAA	50PW	33	584.46	10000000
AMD FAA	50PW	33	579.07	10000000
AMD FAA	50PW	33	578.08	10000000
AMD FAA	50PW	33	581.01	10000000
AMD FAA	50PW	33	578.75	10000000
AMD FAA	50PW	33	578.83	10000000
AMD FAA	50PW	33	578.60	10000000
AMD FAA	50PW	33	585.37	10000000
AMD FAA	50PW	33	578.36	10000000
AMD FAA	50PW	33	577.99	10000000
AMD FAA	50PW	34	565.07	10000000
AMD FAA	50PW	34	562.19	10000000
AMD FAA	50PW	34	562.25	10000000
AMD FAA	50PW	34	564.53	10000000
AMD FAA	50PW	34	564.12	10000000
AMD FAA	50PW	34	562.06	10000000
AMD FAA	50PW	34	561.68	10000000
AMD FAA	50PW	34	562.13	10000000
AMD FAA	50PW	34	561.72	10000000
AMD FAA	50PW	34	561.52	10000000
AMD FAA	50PW	35	555.14	10000000
AMD FAA	50PW	35	553.50	10000000
AMD FAA	50PW	35	556.48	10000000
AMD FAA	50PW	35	552.50	10000000
AMD FAA	50PW	35	552.45	10000000
AMD FAA	50PW	35	552.46	10000000
AMD FAA	50PW	35	552.95	10000000
AMD FAA	50PW	35	552.30	10000000
AMD FAA	50PW	35	553.24	10000000
AMD FAA	50PW	35	553.14	10000000
AMD FAA	50PW	36	547.14	10000000
AMD FAA	50PW	36	544.89	10000000
AMD FAA	50PW	36	544.75	10000000
AMD FAA	50PW	36	545.33	10000000
AMD FAA	50PW	36	544.93	10000000
AMD FAA	50PW	36	545.16	10000000
AMD FAA	50PW	36	544.67	10000000
AMD FAA	50PW	36	545.67	10000000
AMD FAA	50PW	36	545.07	10000000
AMD FAA	50PW	36	544.84	10000000
AMD FAA	50PW	37	568.53	10000000
AMD FAA	50PW	37	567.86	10000000
AMD FAA	50PW	37	565.77	10000000
AMD FAA	50PW	37	566.02	10000000
AMD FAA	50PW	37	565.82	10000000
AMD FAA	50PW	37	566.30	10000000
AMD FAA	50PW	37	566.72	10000000
AMD FAA	50PW	37	566.42	10000000
AMD FAA	50PW	37	565.80	10000000
AMD FAA	50PW	37	566.03	10000000
AMD FAA	50PW	38	563.92	10000000
AMD FAA	50PW	38	556.75	10000000
AMD FAA	50PW	38	543.09	10000000
AMD FAA	50PW	38	542.71	10000000
AMD FAA	50PW	38	542.59	10000000
AMD FAA	50PW	38	542.82	10000000
AMD FAA	50PW	38	542.52	10000000
AMD FAA	50PW	38	547.28	10000000
AMD FAA	50PW	38	543.13	10000000
AMD FAA	50PW	38	542.66	10000000
AMD FAA	50PW	39	547.05	10000000
AMD FAA	50PW	39	544.84	10000000
AMD FAA	50PW	39	544.83	10000000
AMD FAA	50PW	39	544.70	10000000
AMD FAA	50PW	39	544.89	10000000
AMD FAA	50PW	39	545.00	10000000
AMD FAA	50PW	39	544.92	10000000
AMD FAA	50PW	39	544.72	10000000
AMD FAA	50PW	39	544.72	10000000
AMD FAA	50PW	39	544.89	10000000
AMD FAA	50PW	40	543.28	10000000
AMD FAA	50PW	40	540.48	10000000
AMD FAA	50PW	40	540.58	10000000
AMD FAA	50PW	40	540.42	10000000
AMD FAA	50PW	40	540.03	10000000
AMD FAA	50PW	40	540.17	10000000
AMD FAA	50PW	40	540.11	10000000
AMD FAA	50PW	40	540.45	10000000
AMD FAA	50PW	40	540.31	10000000
AMD FAA	50PW	40	541.74	10000000
AMD FAA	50PW	41	559.63	10000000
AMD FAA	50PW	41	558.05	10000000
AMD FAA	50PW	41	557.76	10000000
AMD FAA	50PW	41	557.70	10000000
AMD FAA	50PW	41	558.06	10000000
AMD FAA	50PW	41	557.70	10000000
AMD FAA	50PW	41	563.21	10000000
AMD FAA	50PW	41	557.78	10000000
AMD FAA	50PW	41	557.79	10000000
AMD FAA	50PW	41	557.71	10000000
AMD FAA	50PW	42	545.88	10000000
AMD FAA	50PW	42	541.42	10000000
AMD FAA	50PW	42	531.31	10000000
AMD FAA	50PW	42	530.73	10000000
AMD FAA	50PW	42	530.57	10000000
AMD FAA	50PW	42	531.03	10000000
AMD FAA	50PW	42	533.98	10000000
AMD FAA	50PW	42	530.36	10000000
AMD FAA	50PW	42	530.68	10000000
AMD FAA	50PW	42	530.99	10000000
AMD FAA	50PW	43	526.08	10000000
AMD FAA	50PW	43	526.22	10000000
AMD FAA	50PW	43	523.98	10000000
AMD FAA	50PW	43	523.60	10000000
AMD FAA	50PW	43	523.65	10000000
AMD FAA	50PW	43	523.79	10000000
AMD FAA	50PW	43	525.68	10000000
AMD FAA	50PW	43	523.90	10000000
AMD FAA	50PW	43	524.23	10000000
AMD FAA	50PW	43	523.64	10000000
AMD FAA	50PW	44	520.64	10000000
AMD FAA	50PW	44	518.71	10000000
AMD FAA	50PW	44	518.36	10000000
AMD FAA	50PW	44	518.38	10000000
AMD FAA	50PW	44	519.31	10000000
AMD FAA	50PW	44	518.65	10000000
AMD FAA	50PW	44	518.67	10000000
AMD FAA	50PW	44	518.43	10000000
AMD FAA	50PW	44	518.56	10000000
AMD FAA	50PW	44	518.44	10000000
AMD FAA	50PW	45	543.91	10000000
AMD FAA	50PW	45	542.19	10000000
AMD FAA	50PW	45	542.21	10000000
AMD FAA	50PW	45	542.06	10000000
AMD FAA	50PW	45	543.59	10000000
AMD FAA	50PW	45	542.02	10000000
AMD FAA	50PW	45	542.13	10000000
AMD FAA	50PW	45	542.10	10000000
AMD FAA	50PW	45	541.67	10000000
AMD FAA	50PW	45	542.04	10000000
AMD FAA	50PW	46	534.07	10000000
AMD FAA	50PW	46	531.94	10000000
AMD FAA	50PW	46	531.53	10000000
AMD FAA	50PW	46	531.50	10000000
AMD FAA	50PW	46	531.66	10000000
AMD FAA	50PW	46	531.69	10000000
AMD FAA	50PW	46	531.48	10000000
AMD FAA	50PW	46	531.65	10000000
AMD FAA	50PW	46	531.53	10000000
AMD FAA	50PW	46	531.41	10000000
AMD FAA	50PW	47	527.64	10000000
AMD FAA	50PW	47	524.98	10000000
AMD FAA	50PW	47	524.35	10000000
AMD FAA	50PW	47	524.46	10000000
AMD FAA	50PW	47	524.57	10000000
AMD FAA	50PW	47	524.76	10000000
AMD FAA	50PW	47	524.72	10000000
AMD FAA	50PW	47	524.86	10000000
AMD FAA	50PW	47	524.71	10000000
AMD FAA	50PW	47	524.67	10000000
AMD FAA	50PW	48	523.52	10000000
AMD FAA	50PW	48	522.27	10000000
AMD FAA	50PW	48	522.44	10000000
AMD FAA	50PW	48	522.09	10000000
AMD FAA	50PW	48	525.39	10000000
AMD FAA	50PW	48	522.16	10000000
AMD FAA	50PW	48	522.25	10000000
AMD FAA	50PW	48	522.11	10000000
AMD FAA	50PW	48	522.22	10000000
AMD FAA	50PW	48	522.28	10000000
AMD FAA	50PW	49	536.91	10000000
AMD FAA	50PW	49	538.30	10000000
AMD FAA	50PW	49	539.49	10000000
AMD FAA	50PW	49	540.17	10000000
AMD FAA	50PW	49	539.93	10000000
AMD FAA	50PW	49	540.01	10000000
AMD FAA	50PW	49	539.87	10000000
AMD FAA	50PW	49	541.95	10000000
AMD FAA	50PW	49	539.88	10000000
AMD FAA	50PW	49	543.46	10000000
AMD FAA	50PW	50	532.51	10000000
AMD FAA	50PW	50	530.54	10000000
AMD FAA	50PW	50	529.82	10000000
AMD FAA	50PW	50	530.18	10000000
AMD FAA	50PW	50	529.98	10000000
AMD FAA	50PW	50	530.13	10000000
AMD FAA	50PW	50	532.87	10000000
AMD FAA	50PW	50	530.17	10000000
AMD FAA	50PW	50	530.25	10000000
AMD FAA	50PW	50	530.19	10000000
AMD FAA	50PW	51	531.88	10000000
AMD FAA	50PW	51	528.26	10000000
AMD FAA	50PW	51	528.25	10000000
AMD FAA	50PW	51	528.44	10000000
AMD FAA	50PW	51	531.41	10000000
AMD FAA	50PW	51	528.10	10000000
AMD FAA	50PW	51	529.82	10000000
AMD FAA	50PW	51	528.26	10000000
AMD FAA	50PW	51	530.33	10000000
AMD FAA	50PW	51	530.09	10000000
AMD FAA	50PW	52	525.90	10000000
AMD FAA	50PW	52	525.70	10000000
AMD FAA	50PW	52	523.44	10000000
AMD FAA	50PW	52	524.24	10000000
AMD FAA	50PW	52	524.09	10000000
AMD FAA	50PW	52	523.82	10000000
AMD FAA	50PW	52	524.03	10000000
AMD FAA	50PW	52	524.31	10000000
AMD FAA	50PW	52	524.37	10000000
AMD FAA	50PW	52	524.16	10000000
AMD FAA	50PW	53	537.98	10000000
AMD FAA	50PW	53	535.53	10000000
AMD FAA	50PW	53	535.25	10000000
AMD FAA	50PW	53	535.76	10000000
AMD FAA	50PW	53	535.24	10000000
AMD FAA	50PW	53	535.11	10000000
AMD FAA	50PW	53	535.43	10000000
AMD FAA	50PW	53	535.71	10000000
AMD FAA	50PW	53	534.93	10000000
AMD FAA	50PW	53	535.05	10000000
AMD FAA	50PW	54	536.32	10000000
AMD FAA	50PW	54	537.06	10000000
AMD FAA	50PW	54	534.81	10000000
AMD FAA	50PW	54	535.17	10000000
AMD FAA	50PW	54	535.37	10000000
AMD FAA	50PW	54	534.85	10000000
AMD FAA	50PW	54	535.45	10000000
AMD FAA	50PW	54	535.73	10000000
AMD FAA	50PW	54	534.84	10000000
AMD FAA	50PW	54	535.18	10000000
AMD FAA	50PW	55	531.00	10000000
AMD FAA	50PW	55	529.16	10000000
AMD FAA	50PW	55	529.05	10000000
AMD FAA	50PW	55	529.35	10000000
AMD FAA	50PW	55	528.87	10000000
AMD FAA	50PW	55	528.72	10000000
AMD FAA	50PW	55	528.79	10000000
AMD FAA	50PW	55	528.88	10000000
AMD FAA	50PW	55	529.05	10000000
AMD FAA	50PW	55	529.12	10000000
AMD FAA	50PW	56	521.35	10000000
AMD FAA	50PW	56	521.57	10000000
AMD FAA	50PW	56	519.63	10000000
AMD FAA	50PW	56	519.84	10000000
AMD FAA	50PW	56	519.93	10000000
AMD FAA	50PW	56	519.76	10000000
AMD FAA	50PW	56	519.93	10000000
AMD FAA	50PW	56	520.59	10000000
AMD FAA	50PW	56	520.10	10000000
AMD FAA	50PW	56	519.67	10000000
AMD FAA	50PW	57	536.22	10000000
AMD FAA	50PW	57	534.17	10000000
AMD FAA	50PW	57	534.23	10000000
AMD FAA	50PW	57	534.15	10000000
AMD FAA	50PW	57	534.19	10000000
AMD FAA	50PW	57	533.90	10000000
AMD FAA	50PW	57	535.46	10000000
AMD FAA	50PW	57	534.72	10000000
AMD FAA	50PW	57	534.15	10000000
AMD FAA	50PW	57	533.97	10000000
AMD FAA	50PW	58	534.75	10000000
AMD FAA	50PW	58	533.34	10000000
AMD FAA	50PW	58	533.85	10000000
AMD FAA	50PW	58	533.25	10000000
AMD FAA	50PW	58	532.88	10000000
AMD FAA	50PW	58	532.92	10000000
AMD FAA	50PW	58	533.16	10000000
AMD FAA	50PW	58	533.00	10000000
AMD FAA	50PW	58	533.00	10000000
AMD FAA	50PW	58	533.41	10000000
AMD FAA	50PW	59	527.64	10000000
AMD FAA	50PW	59	526.24	10000000
AMD FAA	50PW	59	524.52	10000000
AMD FAA	50PW	59	525.33	10000000
AMD FAA	50PW	59	524.88	10000000
AMD FAA	50PW	59	524.92	10000000
AMD FAA	50PW	59	524.90	10000000
AMD FAA	50PW	59	526.06	10000000
AMD FAA	50PW	59	524.86	10000000
AMD FAA	50PW	59	524.83	10000000
AMD FAA	50PW	60	526.43	10000000
AMD FAA	50PW	60	524.60	10000000
AMD FAA	50PW	60	524.41	10000000
AMD FAA	50PW	60	524.49	10000000
AMD FAA	50PW	60	524.30	10000000
AMD FAA	50PW	60	524.21	10000000
AMD FAA	50PW	60	524.09	10000000
AMD FAA	50PW	60	524.17	10000000
AMD FAA	50PW	60	524.08	10000000
AMD FAA	50PW	60	523.88	10000000
AMD FAA	50PW	61	536.37	10000000
AMD FAA	50PW	61	534.61	10000000
AMD FAA	50PW	61	534.18	10000000
AMD FAA	50PW	61	534.76	10000000
AMD FAA	50PW	61	534.60	10000000
AMD FAA	50PW	61	534.84	10000000
AMD FAA	50PW	61	534.45	10000000
AMD FAA	50PW	61	534.54	10000000
AMD FAA	50PW	61	534.21	10000000
AMD FAA	50PW	61	534.51	10000000
AMD FAA	50PW	62	531.62	10000000
AMD FAA	50PW	62	530.13	10000000
AMD FAA	50PW	62	530.34	10000000
AMD FAA	50PW	62	530.04	10000000
AMD FAA	50PW	62	530.37	10000000
AMD FAA	50PW	62	530.00	10000000
AMD FAA	50PW	62	529.96	10000000
AMD FAA	50PW	62	529.90	10000000
AMD FAA	50PW	62	530.28	10000000
AMD FAA	50PW	62	530.24	10000000
AMD FAA	50PW	63	526.53	10000000
AMD FAA	50PW	63	525.18	10000000
AMD FAA	50PW	63	525.12	10000000
AMD FAA	50PW	63	525.54	10000000
AMD FAA	50PW	63	525.19	10000000
AMD FAA	50PW	63	525.06	10000000
AMD FAA	50PW	63	525.03	10000000
AMD FAA	50PW	63	525.33	10000000
AMD FAA	50PW	63	524.87	10000000
