arch	algo	method	proc	object	item	invoke	finish	visibilityPoint	primaryStamp	key
AMD	Treiber	Pop	0	x	35	4275745848324	-1	-1	-1	161
AMD	Treiber	Pop	0	x	36	4275745848830	-1	-1	-1	160
AMD	Treiber	Pop	0	x	29	4275745849320	-1	-1	-1	167
AMD	Treiber	Pop	0	x	30	4275745849842	-1	-1	-1	166
AMD	Treiber	Pop	0	x	23	4275745850355	-1	-1	-1	173
AMD	Treiber	Pop	0	x	24	4275745850877	-1	-1	-1	172
AMD	Treiber	Pop	0	x	17	4275745851374	-1	-1	-1	179
AMD	Treiber	Pop	0	x	18	4275745851880	-1	-1	-1	178
AMD	Treiber	Pop	0	x	11	4275745852395	-1	-1	-1	185
AMD	Treiber	Pop	0	x	12	4275745852908	-1	-1	-1	184
AMD	Treiber	Pop	0	x	5	4275745853407	-1	-1	-1	191
AMD	Treiber	Pop	0	x	6	4275745853904	-1	-1	-1	190
AMD	Treiber	Push	0	x	102	4275745854387	-1	-1	4275745854387	197
AMD	Treiber	Push	0	x	101	4275745855031	-1	-1	4275745855031	196
AMD	Treiber	Push	0	x	108	4275745855546	-1	-1	4275745855546	203
AMD	Treiber	Push	0	x	107	4275745856013	-1	-1	4275745856013	202
AMD	Treiber	Push	0	x	114	4275745856450	-1	-1	4275745856450	209
AMD	Treiber	Push	0	x	113	4275745856903	-1	-1	4275745856903	208
AMD	Treiber	Push	0	x	120	4275745857354	-1	-1	4275745857354	215
AMD	Treiber	Push	0	x	119	4275745857791	-1	-1	4275745857791	214
AMD	Treiber	Push	0	x	126	4275745858251	-1	-1	4275745858251	221
AMD	Treiber	Push	0	x	125	4275745858697	-1	-1	4275745858697	220
AMD	Treiber	Push	0	x	132	4275745859148	-1	-1	4275745859148	227
AMD	Treiber	Push	0	x	131	4275745859608	-1	-1	4275745859608	226
AMD	Treiber	Push	0	x	138	4275745860061	-1	-1	4275745860061	233
AMD	Treiber	Push	0	x	137	4275745860528	-1	-1	4275745860528	232
AMD	Treiber	Push	0	x	144	4275745860981	-1	-1	4275745860981	239
AMD	Treiber	Push	0	x	143	4275745861434	-1	-1	4275745861434	238
AMD	Treiber	Push	0	x	150	4275745861894	-1	-1	4275745861894	245
AMD	Treiber	Push	0	x	149	4275745862345	-1	-1	4275745862345	244
AMD	Treiber	Push	0	x	156	4275745862959	-1	-1	4275745862959	251
AMD	Treiber	Push	0	x	155	4275745863442	-1	-1	4275745863442	250
AMD	Treiber	Push	0	x	162	4275745863886	-1	-1	4275745863886	257
AMD	Treiber	Push	0	x	161	4275745864355	-1	-1	4275745864355	256
AMD	Treiber	Push	0	x	168	4275745864792	-1	-1	4275745864792	263
AMD	Treiber	Push	0	x	167	4275745865243	-1	-1	4275745865243	262
AMD	Treiber	Push	0	x	174	4275745865689	-1	-1	4275745865689	269
AMD	Treiber	Push	0	x	173	4275745866140	-1	-1	4275745866140	268
AMD	Treiber	Push	0	x	180	4275745866609	-1	-1	4275745866609	275
AMD	Treiber	Push	0	x	179	4275745867037	-1	-1	4275745867037	274
AMD	Treiber	Push	0	x	186	4275745867483	-1	-1	4275745867483	281
AMD	Treiber	Push	0	x	185	4275745867934	-1	-1	4275745867934	280
AMD	Treiber	Push	0	x	192	4275745868394	-1	-1	4275745868394	287
AMD	Treiber	Push	0	x	191	4275745868847	-1	-1	4275745868847	286
AMD	Treiber	Pop	0	x	191	4275745869314	-1	-1	-1	293
AMD	Treiber	Pop	0	x	192	4275745869889	-1	-1	-1	292
AMD	Treiber	Pop	0	x	185	4275745870418	-1	-1	-1	299
AMD	Treiber	Pop	0	x	186	4275745870910	-1	-1	-1	298
AMD	Treiber	Pop	0	x	179	4275745871393	-1	-1	-1	305
AMD	Treiber	Pop	0	x	180	4275745871906	-1	-1	-1	304
AMD	Treiber	Pop	0	x	173	4275745872405	-1	-1	-1	311
AMD	Treiber	Pop	0	x	174	4275745872895	-1	-1	-1	310
AMD	Treiber	Pop	0	x	167	4275745873401	-1	-1	-1	317
AMD	Treiber	Pop	0	x	168	4275745873914	-1	-1	-1	316
AMD	Treiber	Pop	0	x	161	4275745874413	-1	-1	-1	323
AMD	Treiber	Pop	0	x	162	4275745874889	-1	-1	-1	322
AMD	Treiber	Pop	0	x	155	4275745875395	-1	-1	-1	329
AMD	Treiber	Pop	0	x	156	4275745875878	-1	-1	-1	328
AMD	Treiber	Pop	0	x	149	4275745876375	-1	-1	-1	335
AMD	Treiber	Pop	0	x	150	4275745876890	-1	-1	-1	334
AMD	Treiber	Pop	0	x	143	4275745877525	-1	-1	-1	341
AMD	Treiber	Pop	0	x	144	4275745878024	-1	-1	-1	340
AMD	Treiber	Pop	0	x	137	4275745878530	-1	-1	-1	347
AMD	Treiber	Pop	0	x	138	4275745879013	-1	-1	-1	346
